id;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;target
2811;1;1234,3158;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;42;4500;1;1;1;9;1;108;9;12,3741;0
2812;41;16,0224;1;1;1;1;1;2;1;1;0;1;1;1;2;1;1;1;1;1;43;2709;1;1;1;10;1;99;15;9,3113;0
2813;37;0,0123;1;2;1;1;1;2;1;1;55;3;3;3;3;1;2;1;1;1;48;6230;1;1;1;7;1;63;13;72,4129;0
2814;1;331,1103;1;2;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;38;4334;1;1;1;10;1;60;9;0,0001;0
2815;30;0,0864;1;1;1;2;2;3;1;1;128;3;3;3;4;1;1;1;1;1;48;4334;1;1;1;8;1;36;9;180,0069;1
2816;1;141,0978;1;1;1;4;2;1;2;1;0;1;1;1;1;1;1;1;1;1;37;5959;1;1;1;13;1;6;7;21,8767;0
2817;64;26,8386;3;2;2;4;3;4;4;1;47;3;3;3;4;1;2;1;1;1;54;2208;1;1;1;12;1;24;18;426,9507;0
2818;1;110,0949;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;53;2683;1;1;1;9;1;12;19;482,1571;1
2819;1;13,3116;2;1;1;1;1;3;1;1;0;2;2;4;4;1;1;1;1;1;39;4334;1;1;1;9;1;96;9;10,3222;0
2820;4;26,4397;1;1;2;2;1;2;1;1;0;1;1;1;3;1;1;1;1;1;41;3521;1;1;1;6;1;24;14;21,5694;0
2821;2;133,508;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;52;3927;1;1;1;9;1;60;13;88,4386;0
2822;3;51,8233;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;54;5000;1;1;1;10;1;12;10;11,8623;1
2823;8;166,9109;1;1;2;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;48;3000;1;1;1;12;1;6;27;365,3757;0
2824;3;18,0304;1;2;4;5;2;1;3;1;0;1;1;1;14;1;8;1;1;1;47;5959;1;1;1;7;1;36;8;32,4229;0
2825;1;3,975;1;1;1;1;1;1;1;1;20;1;2;2;2;1;1;1;1;1;36;3750;1;1;1;9;1;108;13;0,0001;0
2826;1;1525,6854;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;54;3792;1;1;1;10;1;24;13;0,0002;0
2827;98;9,9566;1;1;1;1;1;2;0;1;63;1;1;3;3;1;1;1;1;1;32;3251;1;1;1;10;1;6;15;29,7106;1
2828;1;671,3866;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;31;5001;1;1;1;12;1;12;10;4,1836;0
2829;2;7,0599;1;1;2;3;2;3;2;1;0;1;1;2;2;1;1;1;1;1;37;5017;1;1;1;11;1;48;16;79,8266;0
2830;2;0,0112;1;1;2;2;2;1;1;1;0;2;2;2;2;1;1;1;1;1;34;2600;1;1;1;10;1;24;19;8,1469;0
2831;1;119,0024;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;59;3500;1;1;1;9;1;60;14;3,0591;0
2832;1;0,2399;1;2;7;13;3;5;4;1;11;5;5;5;6;1;1;1;1;1;45;4000;1;1;1;10;1;99;13;0,0001;0
2833;27;305,2591;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;37;4500;1;1;1;10;1;60;18;60,7613;0
2834;80;377,8656;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;56;2980;1;1;1;10;1;24;27;180,555;0
2835;2;277,8359;2;1;2;3;2;1;1;1;0;2;2;2;2;1;1;1;1;1;38;3251;1;1;1;10;1;36;15;19,6233;0
2836;1;63,9259;4;1;1;3;2;1;1;1;0;4;4;4;4;1;1;1;1;1;41;4364;1;1;1;13;1;36;18;45,9084;0
2837;2;181,9964;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;52;5500;1;1;1;10;1;36;9;23,6432;1
2838;4;1216,1513;3;1;1;1;1;1;0;1;0;3;3;3;3;1;1;1;1;1;42;2500;1;1;1;8;1;6;16;40,3475;0
2839;1;4,0193;3;1;1;2;1;2;1;1;134;3;15;15;15;1;1;1;1;1;36;3513;1;1;1;10;1;36;11;16,9369;0
2840;102;0,2612;1;1;1;1;1;2;1;1;11;2;2;2;2;1;1;1;1;1;42;5017;1;1;1;10;1;24;10;129,7345;0
2841;14;4,11;1;2;1;3;2;9;1;1;150;1;17;22;31;1;2;1;1;1;36;3000;1;1;1;13;1;36;17;137,9534;0
2842;1;0,0127;1;1;1;1;1;3;1;1;44;3;3;3;3;1;1;1;1;1;37;4334;1;1;1;9;1;12;9;0,0002;0
2843;1;130,9353;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;33;4334;1;1;1;9;1;28;12;3,9962;1
2844;38;1,0305;1;1;1;4;4;3;1;1;142;1;2;2;2;1;1;1;1;1;47;3625;1;1;1;10;1;60;14;296,1008;0
2845;1;0,0203;2;1;1;2;2;2;1;1;95;5;6;6;6;1;1;1;1;1;50;2817;1;1;1;9;1;36;18;0,0001;0
2846;1;180,1617;4;1;2;2;1;1;0;1;14;4;4;4;4;1;1;1;1;1;34;4000;1;1;1;9;1;24;20;0,0002;0
2847;1;40,1626;1;1;1;1;1;3;1;1;0;1;1;1;1;1;1;1;1;1;41;2709;1;1;1;13;1;36;30;9,8095;1
2848;78;0,1167;1;1;2;3;4;3;2;1;145;3;3;6;6;1;1;1;1;1;32;3927;1;1;1;10;1;60;13;20,6636;1
2849;1;0,0247;1;1;1;1;1;3;1;1;101;8;8;9;15;1;1;1;1;1;36;2208;1;1;1;10;1;24;23;4,5695;1
2850;68;15,0841;1;1;1;2;2;2;0;1;0;1;1;1;2;1;1;1;1;1;39;2509;1;1;1;10;1;6;20;27,5591;0
2851;1;0,9545;1;1;2;3;1;4;1;1;17;3;3;3;10;1;1;1;1;1;34;3513;1;1;1;10;1;60;11;19,5828;1
2852;1;15,1683;1;2;1;1;1;3;2;1;20;1;1;1;7;1;2;1;1;1;52;6000;1;1;1;7;1;36;10;226,2933;0
2853;67;0,0394;1;1;1;1;1;1;1;1;400;4;4;4;4;1;1;1;1;1;40;3251;1;1;1;9;1;60;12;9,3113;0
2854;81;0,0254;2;1;2;1;1;1;1;1;8;5;5;5;5;1;1;1;1;1;56;2440;1;1;1;9;1;60;16;5,3553;0
2855;55;10,8473;1;1;1;1;1;4;1;1;38;1;1;2;3;1;1;1;1;1;35;3000;1;1;1;10;1;24;27;159,1228;0
2856;1;0,0142;2;2;3;4;2;1;3;1;0;3;3;3;3;1;1;1;1;1;51;2980;1;1;1;10;1;96;13;4,1507;0
2857;16;75,5034;1;1;2;1;1;1;1;1;0;1;1;1;1;1;2;1;1;1;32;6000;1;1;1;10;1;60;8;22,2543;1
2858;1;154,6711;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;39;3792;1;1;1;10;1;84;13;5,3724;0
2859;1;400,0335;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;45;3000;1;1;1;8;1;24;25;10,5791;1
2860;121;0,1638;1;1;1;1;1;2;1;1;39;5;5;5;5;1;1;1;1;1;48;3010;1;1;1;7;1;60;13;326,6239;0
2861;4;2,7779;2;1;3;1;1;1;1;1;88;2;5;7;11;1;1;1;1;1;32;3000;1;1;1;12;1;60;13;6,4232;1
2862;52;119,2605;1;1;3;3;2;1;3;1;0;1;1;1;1;1;1;1;1;1;40;3500;1;1;1;9;1;24;20;188,2239;0
2863;1;0,8926;1;1;1;2;1;1;3;1;0;4;4;4;4;1;1;1;1;1;34;3047;1;1;1;10;1;6;15;16,9778;1
2864;23;49,792;1;1;1;2;1;2;1;1;0;1;1;1;1;1;1;1;1;1;47;3792;1;1;1;9;1;36;20;131,7148;0
2865;2;37,035;1;1;1;4;1;2;1;1;0;1;1;1;1;1;1;1;1;1;39;4334;1;1;1;14;1;72;9;35,7827;0
2866;56;23,6396;3;1;1;8;5;3;4;1;0;3;3;3;4;1;0;1;1;1;32;3000;1;1;1;10;1;6;17;18,484;0
2867;1;0,1621;1;1;1;3;1;2;1;1;0;3;3;3;3;1;1;1;1;1;34;4891;1;1;1;6;1;48;10;26,0233;0
2868;90;2,2716;4;1;1;1;1;2;2;1;0;4;6;6;6;1;1;1;1;1;31;3010;1;1;1;10;1;12;17;11,8839;0
2869;1;254,976;1;1;2;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;35;3000;1;1;1;10;1;24;17;6,3291;0
2870;2;49,9424;3;2;1;1;1;2;1;1;0;3;3;3;3;1;2;1;1;1;41;4500;1;1;1;6;1;12;18;9,6394;0
2871;41;20,9391;1;1;1;1;1;2;1;1;0;1;1;1;4;1;1;1;1;1;45;4334;1;1;1;10;1;25;12;16,7786;0
2872;1;0,0107;1;1;2;3;2;2;1;1;0;6;6;6;14;1;1;1;1;1;42;2250;1;1;1;9;1;60;18;232,372;0
2873;1;598,9931;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;40;2208;1;1;1;7;1;7;23;91,3986;0
2874;75;86,0689;1;1;1;2;2;1;2;1;0;1;1;1;1;1;0;1;1;1;39;3792;1;1;1;7;1;36;13;10,5945;1
2875;59;456,8369;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;52;2308;1;1;1;9;1;12;26;18,076;0
2876;1;1015,7626;1;1;1;1;1;1;1;1;0;1;1;1;1;1;2;1;1;1;39;2400;1;1;1;10;1;68;33;4,719;1
2877;1;66,0391;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;51;3251;1;1;1;10;1;39;23;25,7603;0
2878;62;175,129;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;58;3251;1;1;1;6;1;24;12;411,9944;0
2879;2;0,9131;1;1;1;1;1;3;1;1;0;3;3;3;3;1;1;1;1;1;49;4000;1;1;1;10;1;60;20;36,1501;0
2880;1;16,5115;1;3;1;3;2;2;2;1;0;1;1;1;3;1;2;1;1;1;32;2500;1;1;1;5;1;48;20;3,5632;0
2881;22;22,792;1;1;1;2;1;2;2;1;0;1;1;1;2;1;1;1;1;1;41;6500;1;1;1;9;1;48;12;103,5861;0
2882;1;2,755;4;1;1;1;1;2;1;1;0;4;5;5;5;1;1;1;1;1;47;6000;1;1;1;10;1;36;13;10,8051;1
2883;85;67,6176;2;1;1;1;1;1;1;1;50;2;2;2;2;1;1;1;1;1;33;3251;1;1;1;10;1;10;23;12,8324;0
2884;1;99,1086;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;33;5519;1;1;1;10;1;36;9;1,0915;0
2885;1;137,768;3;1;2;3;2;1;2;1;11;3;3;3;3;1;1;1;1;1;59;3010;1;1;1;9;1;60;17;19,49;0
2886;64;689,1372;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;35;5000;1;1;1;9;1;24;16;156,8142;0
2887;3;6,9209;1;1;1;1;1;4;1;1;134;1;4;4;8;1;1;1;1;1;59;3513;1;1;1;7;1;24;14;51,7452;0
2888;48;37,1789;2;1;1;1;1;2;1;1;0;2;2;2;2;1;1;1;1;1;51;3000;1;1;1;10;1;36;27;40,8768;1
2889;47;1680,0609;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;36;4767;1;1;1;9;1;36;8;267,9781;0
2890;68;3,0312;1;1;4;5;4;6;2;1;17;1;10;10;14;1;1;1;1;1;58;3513;1;1;1;9;1;36;14;23,8639;0
2891;25;443,0729;4;1;1;1;1;1;1;1;10;4;4;4;4;1;1;1;1;1;37;2208;1;1;1;11;1;36;18;135,4682;0
2892;41;38,7734;1;1;1;2;1;3;1;1;0;1;1;1;1;1;1;1;1;1;31;5000;1;1;1;10;1;12;16;140,4766;0
2893;45;370,5006;3;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;59;5412;1;1;1;9;1;99;9;23,2667;0
2894;6;50,111;1;1;2;1;1;2;1;1;0;1;1;1;1;1;0;1;1;1;38;4500;1;1;1;8;1;60;11;17,0038;1
2895;1;183,1108;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;42;3500;1;1;1;7;1;60;14;20,7819;0
2896;1;48,4674;5;2;1;3;3;2;2;1;8;5;5;5;5;1;1;1;1;1;36;2709;1;1;1;8;1;48;18;3,046;0
2897;5;246,8767;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;42;3792;1;1;1;9;1;91;13;9,7423;0
2898;1;190,3873;4;1;2;2;2;1;1;1;0;4;4;4;4;1;1;1;1;1;31;3625;1;1;1;9;1;60;22;35,1909;0
2899;3;13,5603;1;1;2;3;2;2;0;1;0;1;1;2;2;1;1;1;1;1;53;3055;1;1;1;13;1;42;13;21,7796;0
2900;1;5,6761;4;1;3;1;1;4;2;1;69;4;6;6;6;1;2;1;1;1;47;2546;1;1;1;10;1;24;20;12,0355;0
2901;112;53,8049;1;1;1;3;2;2;1;1;0;1;1;1;1;1;1;1;1;1;34;4876;1;1;1;10;1;36;10;145,9645;0
2902;1;429,9244;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;51;3251;1;1;1;9;1;24;15;5,9122;0
2903;1;0,016;1;1;1;3;1;1;1;1;0;2;3;3;3;1;1;1;1;1;42;3010;1;1;1;8;1;60;13;1,4665;0
2904;2;0,3498;2;2;2;5;3;3;1;1;43;4;4;6;6;1;1;1;1;1;41;5000;1;1;1;9;1;60;10;152,416;0
2905;1;445,6797;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;35;3500;1;1;1;10;1;60;14;5,2749;0
2906;1;194,3758;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;36;3000;1;1;1;10;1;6;17;0,0001;0
2907;28;244,0825;1;1;1;2;2;1;2;1;0;1;1;1;1;1;1;1;1;1;49;3251;1;1;1;7;1;60;25;90,7805;0
2908;55;34,1093;1;1;1;2;2;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3927;1;1;1;10;1;60;13;9,6428;0
2909;5;338,9685;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;40;6000;1;1;1;5;1;36;8;204,5008;0
2910;1;0,0279;1;2;1;3;2;3;3;1;43;9;9;9;18;1;1;1;1;1;42;5418;1;1;1;10;1;12;9;0,0001;0
2911;31;5,7295;2;1;1;2;1;1;1;1;0;2;4;7;7;1;1;1;1;1;40;2509;1;1;1;14;1;24;16;4,5609;0
2912;5;1,8355;4;1;3;4;3;1;1;1;0;4;10;11;11;1;2;1;1;1;35;3482;1;1;1;9;1;6;11;0,0001;1
2913;1;64,0781;2;1;1;3;3;1;1;1;0;2;2;2;2;1;1;1;1;1;48;2358;1;1;1;9;1;36;17;0,0002;0
2914;1;163,875;1;2;1;1;1;1;2;1;0;1;1;1;1;1;2;1;1;1;32;3251;1;1;1;9;1;12;15;3,8516;1
2915;1;213,2144;2;1;2;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;57;2500;1;1;1;6;1;24;20;8,5821;0
2916;1;183,9851;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;37;2400;1;1;1;10;1;66;21;0,0001;0
2917;1;8,8958;1;1;2;4;3;1;1;1;72;1;1;12;12;1;1;1;1;1;35;3010;1;1;1;6;1;36;27;7,1238;1
2918;1;22,579;1;1;1;4;3;3;2;1;16;1;1;1;5;1;1;1;1;1;40;5000;1;1;1;10;1;12;16;3,6916;0
2919;38;0,0157;1;1;2;4;3;3;1;1;0;9;9;9;9;1;1;1;1;1;38;5000;1;1;1;9;1;6;10;211,3175;1
2920;21;1,0633;3;1;1;1;1;3;1;1;0;3;13;13;13;1;1;1;1;1;55;3500;1;1;1;13;1;12;14;16,6508;1
2921;92;121,7951;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;47;3927;1;1;1;9;1;60;13;118,1318;0
2922;2;0,0142;1;6;1;7;3;1;2;1;0;3;3;3;3;1;2;1;1;1;50;2708;1;1;1;10;1;24;18;3,184;1
2923;2;0,1611;1;1;2;2;2;1;0;1;0;9;9;9;9;1;1;1;1;1;35;3010;1;1;1;10;1;24;13;6,9695;0
2924;55;30,0868;1;1;2;2;2;2;2;1;0;1;1;1;1;1;1;1;1;1;39;3251;1;1;1;10;1;12;15;15,5125;0
2925;1;1,0738;1;1;2;3;2;1;1;1;15;1;3;3;3;1;1;1;1;1;56;4334;1;1;1;13;1;24;12;0,0001;0
2926;1;137,298;1;2;1;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;34;3010;1;1;1;10;1;12;17;2,6451;1
2927;1;9,509;1;2;2;5;3;3;1;1;0;1;1;7;7;1;1;1;1;1;56;2258;1;1;1;9;1;60;35;5,2494;0
2928;1;79,593;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;59;4334;1;1;1;10;1;61;9;0,0001;0
2929;2;394,4805;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;44;2208;1;1;1;11;1;108;36;198,258;0
2930;1;461,7867;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;34;3200;1;1;1;10;1;24;16;0;0
2931;56;76,9695;2;1;1;3;1;1;1;1;0;2;2;2;2;1;1;1;1;1;58;6500;1;1;1;10;1;24;12;4,3698;0
2932;53;10,8822;1;1;1;2;1;2;1;1;21;1;1;2;5;1;1;1;1;1;37;3625;1;1;1;8;1;24;22;322,6793;0
2933;1;3,0686;4;1;2;2;1;2;1;1;0;4;6;6;6;1;1;1;1;1;46;3000;1;1;1;7;1;12;27;251,9181;1
2934;65;0,0161;1;1;4;1;1;14;1;1;151;4;9;10;15;1;1;1;1;1;46;3792;1;1;1;10;1;12;13;193,4999;0
2935;46;79,4444;2;1;2;2;2;1;1;1;0;2;2;2;2;1;1;1;1;1;38;3513;1;1;1;7;1;60;14;81,1228;0
2936;32;14,2899;1;1;1;1;1;3;1;1;137;1;1;1;2;1;1;1;1;1;32;3792;1;1;1;9;1;36;13;70,1967;0
2937;72;0,5816;1;1;3;2;2;3;1;1;63;2;3;10;13;1;1;1;1;1;54;5418;1;1;1;10;1;36;9;302,5812;0
2938;4;4,7408;5;1;1;1;1;2;2;1;47;5;8;9;12;1;1;1;1;1;31;2208;1;1;1;12;1;60;18;8,103;0
2939;28;56,9944;1;1;1;2;1;2;1;1;0;1;1;1;1;1;2;1;1;1;40;5418;1;1;1;10;1;14;9;66,7174;0
2940;1;794,9812;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;43;2709;1;1;1;10;1;12;18;7,4725;0
2941;1;0,3601;1;1;2;3;3;2;1;1;52;3;3;3;7;1;1;1;1;1;33;3792;1;1;1;10;1;60;13;6,3598;0
2942;1;15,5969;1;2;2;2;1;2;1;1;0;1;1;1;2;1;1;1;1;1;47;5418;1;1;1;10;1;64;9;10,6231;0
2943;1;0,5845;1;1;1;4;1;2;0;1;33;2;4;4;4;1;1;1;1;1;43;5000;1;1;1;12;1;12;10;0,0001;0
2944;34;0,1048;3;1;1;1;1;2;1;1;18;12;12;12;12;1;1;1;1;1;46;6020;1;1;1;10;1;36;8;237,9673;1
2945;8;2,0979;2;1;1;1;1;2;1;1;21;2;4;4;4;1;1;1;1;1;43;3625;1;1;1;10;1;12;22;110,5444;0
2946;37;5,1334;2;2;1;1;1;5;2;1;30;2;11;11;11;1;2;1;1;1;54;3261;1;1;1;9;1;108;12;18,568;0
2947;3;232,241;1;1;2;4;3;1;2;1;0;1;1;1;1;1;1;1;1;1;36;3225;1;1;1;9;1;60;16;17,9584;0
2948;39;17,1235;1;1;1;1;1;4;1;1;0;1;1;1;3;1;1;1;1;1;52;2752;1;1;1;10;1;70;20;12,4047;0
2949;77;69,2165;2;1;2;3;2;1;1;1;0;2;2;2;2;1;1;1;1;1;35;2384;1;1;1;9;1;36;21;16,8266;0
2950;1;0,9875;1;1;1;2;1;1;2;1;26;4;4;4;5;1;1;1;1;1;44;3766;1;1;1;10;1;60;13;4,7425;0
2951;4;63,0979;1;3;4;2;1;1;1;1;0;1;1;1;1;1;3;1;1;1;38;4109;1;1;1;10;1;12;19;13,5307;0
2952;28;29,0573;1;1;1;1;1;2;1;1;4;1;1;1;3;1;1;1;1;1;51;4500;1;1;1;8;1;73;18;40,7728;0
2953;2;0,1623;2;2;2;1;1;1;1;1;10;9;9;9;9;1;2;1;1;1;53;2208;1;1;1;10;1;10;23;7,3877;0
2954;33;86,9482;4;4;4;6;4;1;4;1;0;4;4;4;4;1;2;1;1;1;50;3000;1;1;1;10;1;25;27;5,2249;0
2955;29;7,9369;1;3;3;5;3;3;2;1;27;1;1;3;3;1;2;1;1;1;39;3792;1;1;1;8;1;36;13;219,326;0
2956;3;0,1638;1;1;1;1;1;2;1;1;99;2;2;3;3;1;1;1;1;1;50;3000;1;1;1;12;1;6;17;14,9905;0
2957;2;10,2002;1;1;2;5;3;5;1;1;16;1;1;6;7;1;1;1;1;1;47;6113;1;1;1;11;1;42;7;5,8472;0
2958;23;2,057;1;2;1;1;1;5;1;1;21;1;4;4;4;1;2;1;1;1;41;3000;1;1;1;12;1;24;27;414,8382;1
2959;41;6,536;1;2;1;4;2;5;1;1;81;1;3;6;8;1;1;1;1;1;52;2708;1;1;1;12;1;24;18;353,8766;0
2960;29;0,3826;1;1;1;1;1;2;1;1;18;3;3;4;4;1;1;1;1;1;51;5868;1;1;1;7;1;24;9;173,7184;1
2961;1;14,5057;2;1;2;2;1;14;1;1;132;2;2;2;15;1;1;1;1;1;46;6500;1;1;1;9;1;60;8;107,3114;0
2962;32;53,9053;2;1;2;1;1;1;2;1;0;2;2;2;2;1;1;1;1;1;39;4625;1;1;1;10;1;60;17;3,022;0
2963;2;3,8772;1;1;1;4;2;1;2;1;0;1;11;11;12;1;1;1;1;1;39;5000;1;1;1;7;1;24;16;7,0992;1
2964;24;0,0184;2;1;2;4;4;6;1;1;136;4;4;6;14;1;2;1;1;1;55;5017;1;1;1;12;1;12;10;61,0297;1
2965;42;0,0874;1;1;1;3;2;1;1;1;50;2;2;2;2;1;1;1;1;1;40;3251;1;1;1;11;1;60;15;499,858;1
2966;14;13,1829;1;1;1;1;1;3;1;1;36;1;1;5;6;1;1;1;1;1;41;3251;1;1;1;9;1;36;15;60,4764;0
2967;1;15,6705;2;1;1;1;1;1;1;1;2;2;2;2;3;1;1;1;1;1;38;2208;1;1;1;10;1;12;36;3,6028;0
2968;2;1372,9357;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;54;3251;1;1;1;10;1;25;25;0,0001;0
2969;4;136,7574;2;1;1;1;1;1;1;1;8;2;2;2;2;1;1;1;1;1;34;3766;1;1;1;9;1;12;13;17,8151;0
2970;2;0,0168;1;1;2;4;2;3;2;1;33;3;5;9;9;1;2;1;1;1;41;3000;1;1;1;8;1;48;17;1,6802;0
2971;119;11,3592;1;1;2;4;3;3;1;1;9;1;1;4;4;1;1;1;1;1;44;5418;1;1;1;9;1;11;15;146,6343;1
2972;21;131,4489;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;48;2817;1;1;1;9;1;99;18;168,1675;0
2973;1;61,9667;2;1;1;2;2;1;1;1;0;2;2;2;2;1;1;1;1;1;46;3251;1;1;1;6;1;60;12;0,0001;0
2974;1;60,8255;2;1;4;5;3;1;3;1;0;2;2;2;2;1;1;1;1;1;48;3500;1;1;1;14;1;36;14;48,2159;0
2975;3;8,894;1;1;1;5;1;3;1;1;25;1;1;2;2;1;1;1;1;1;37;5000;1;1;1;11;1;60;10;23,2152;1
2976;1;8,0557;1;1;3;4;1;2;2;1;12;1;1;8;8;1;1;1;1;1;47;3792;1;1;1;11;1;60;13;89,4395;0
2977;40;15,7315;1;1;1;1;1;4;1;1;0;1;1;1;6;1;1;1;1;1;43;3000;1;1;1;10;1;60;20;349,5295;1
2978;25;83,2261;1;2;1;2;1;1;1;1;0;1;1;1;1;1;2;1;1;1;33;3251;1;1;1;7;1;99;23;137,9528;1
2979;125;56,5023;2;1;1;1;2;2;1;1;0;2;2;2;2;1;1;1;1;1;49;3058;1;1;1;12;1;42;16;13,2297;0
2980;2;0,1778;1;1;2;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;45;2500;1;1;1;10;1;24;16;0,0001;0
2981;1;30,0211;1;1;2;2;1;2;1;1;0;1;1;1;1;1;1;1;1;1;51;5017;1;1;1;10;1;60;10;60,1399;0
2982;1;442,0901;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;39;5100;1;1;1;9;1;60;16;181,627;1
2983;1;5,4759;1;1;1;3;2;3;1;1;8;1;5;5;8;1;1;1;1;1;59;2708;1;1;1;11;1;12;15;0,0001;0
2984;1;0,1308;1;1;1;1;1;2;1;1;30;4;4;4;4;1;1;1;1;1;32;3792;1;1;1;10;1;24;13;0,0001;1
2985;1;2,4298;1;1;1;1;1;4;1;1;50;1;4;4;4;1;1;1;1;1;50;3000;1;1;1;9;1;12;17;130,6776;0
2986;1;36,3798;1;1;2;4;2;2;0;1;0;1;1;1;1;1;1;1;1;1;42;2709;1;1;1;12;1;99;18;100,2711;1
2987;69;9,6628;1;1;1;2;1;3;1;1;2;1;1;2;6;1;1;1;1;1;33;2546;1;1;1;10;1;12;20;18,0738;0
2988;1;179,0204;1;2;1;2;1;1;0;1;0;1;1;1;1;1;1;1;1;1;52;5000;1;1;1;12;1;36;16;126,6374;0
2989;5;58,6826;5;1;3;4;2;2;1;1;0;5;5;5;5;1;1;1;1;1;51;3500;1;1;1;9;1;72;23;13,2919;0
2990;1;0,0554;1;1;1;1;1;3;1;1;0;5;5;5;6;1;1;1;1;1;57;3792;1;1;1;10;1;60;21;16,5674;0
2991;13;0,1569;1;3;2;2;1;6;1;1;17;5;5;12;13;1;3;1;1;1;59;2208;1;1;1;11;1;24;23;118,5118;0
2992;23;45,7641;1;1;1;2;2;2;1;1;0;1;1;1;1;1;2;1;1;1;55;3251;1;1;1;9;1;60;25;260,3657;0
2993;1;8,2693;1;1;1;5;2;3;1;1;8;1;1;4;4;1;1;1;1;1;34;3251;1;1;1;9;1;6;15;155,4304;0
2994;1;245,0869;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;34;2500;1;1;1;10;1;24;20;0;0
2995;24;0,234;1;1;1;2;1;5;1;1;53;3;4;5;10;1;1;1;1;1;54;2509;1;1;1;10;1;36;16;409,382;0
2996;1;3,0117;1;1;1;1;1;2;1;1;26;1;5;5;5;1;1;1;1;1;38;2208;1;1;1;10;1;53;18;7,6284;0
2997;1;41,7089;1;1;3;2;2;2;2;1;0;1;1;1;1;1;1;1;1;1;50;2709;1;1;1;10;1;74;18;15,0526;0
2998;8;0,1294;1;2;1;2;1;2;3;1;0;3;3;3;3;1;2;1;1;1;54;3487;1;1;1;11;1;12;23;180,2282;0
2999;1;5,0557;1;1;1;1;2;2;1;1;18;1;5;5;5;1;1;1;1;1;32;4250;1;1;1;10;1;60;19;0,0001;1
3000;1;1,7841;1;2;1;4;1;3;1;1;24;1;5;5;5;1;2;1;1;1;41;5392;1;1;1;10;1;12;9;21,9633;0
3001;1;83,6706;1;1;2;3;2;1;1;1;0;1;1;1;1;1;2;1;1;1;48;4876;1;1;1;9;1;14;10;19,1898;0
3002;1;264,8011;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;44;6000;1;1;1;10;1;72;13;5,0839;1
3003;36;0,4563;1;1;1;2;1;6;1;1;41;4;4;5;13;1;1;1;1;1;40;3792;1;1;1;9;1;36;13;476,9756;1
